Chr	Amplicon_Start	Insert_Start	Insert_Stop	Amplicon_Stop	Gene	Ampl	AMPN
chr3	179224742	179224764	179224835	179224868	PIK3CA	ampl499	PIK3CA-A47
chr3	179225909	179225931	179226004	179226033	PIK3CA	ampl1649	PIK3CA-A48
chr3	179225957	179225985	179226052	179226081	PIK3CA	ampl497	PIK3CA-A49
chr3	179229198	179229227	179229301	179229324	PIK3CA	ampl1633	PIK3CA-A50
chr3	179229262	179229291	179229370	179229392	PIK3CA	ampl485	PIK3CA-A51
chr3	179229328	179229358	179229423	179229452	PIK3CA	ampl1635	PIK3CA-A52
chr3	179229390	179229413	179229501	179229529	PIK3CA	ampl1093	PIK3CA-A53
chr3	179229941	179229965	179230053	179230080	PIK3CA	ampl1607	PIK3CA-A54
chr3	179230020	179230043	179230126	179230157	PIK3CA	ampl483	PIK3CA-A55
chr3	179230144	179230177	179230243	179230271	PIK3CA	ampl1683	PIK3CA-A56
chr3	179230214	179230246	179230327	179230353	PIK3CA	ampl1097	PIK3CA-A57
chr3	179230296	179230322	179230408	179230435	PIK3CA	ampl2289	PIK3CA-A58
chr3	179234047	179234073	179234160	179234183	PIK3CA	ampl169	PIK3CA-A59
chr3	179234128	179234150	179234240	179234266	PIK3CA	ampl1335	PIK3CA-A60
chr3	179234200	179234230	179234311	179234338	PIK3CA	ampl194	PIK3CA-A61
chr3	179234272	179234301	179234369	179234397	PIK3CA	ampl1337	PIK3CA-A62
chr4	1799437	1799455	1799541	1799561	FGFR3	ampl280	FGFR3-A01
chr4	1799642	1799662	1799757	1799776	FGFR3	ampl1605	FGFR3-A02
chr4	1801899	1801917	1802010	1802030	FGFR3	ampl445	FGFR3-A03
chr4	1801996	1802014	1802099	1802121	FGFR3	ampl1589	FGFR3-A04
chr4	1802814	1802833	1802923	1802942	FGFR3	ampl447	FGFR3-A05
chr4	1802908	1802926	1803025	1803045	FGFR3	ampl1591	FGFR3-A06
chr4	1802989	1803008	1803093	1803113	FGFR3	ampl278	FGFR3-A07
chr4	1803591	1803609	1803708	1803728	FGFR3	ampl1599	FGFR3-A08
chr4	1803677	1803698	1803791	1803816	FGFR3	ampl451	FGFR3-A09
chr4	1803784	1803809	1803904	1803923	FGFR3	ampl1601	FGFR3-A10
chr4	1804362	1804382	1804481	1804500	FGFR3	ampl131	FGFR3-A11
chr4	1804403	1804424	1804515	1804542	FGFR3	ampl1603	FGFR3-A12
chr4	1804714	1804734	1804834	1804852	FGFR3	ampl437	FGFR3-A13
chr4	1804824	1804843	1804943	1804963	FGFR3	ampl1559	FGFR3-A14
chr4	1804912	1804931	1805017	1805036	FGFR3	ampl439	FGFR3-A15
chr4	1805303	1805322	1805417	1805435	FGFR3	ampl1585	FGFR3-A16
chr4	1805440	1805458	1805554	1805574	FGFR3	ampl441	FGFR3-A17
chr4	1805464	1805486	1805582	1805602	FGFR3	ampl1595	FGFR3-A18
chr4	1805755	1805775	1805870	1805891	FGFR3	ampl453	FGFR3-A19
chr4	1806083	1806102	1806203	1806222	FGFR3	ampl1593	FGFR3-A20
chr4	1806204	1806223	1806324	1806343	FGFR3	ampl449	FGFR3-A21
chr4	1806302	1806324	1806417	1806441	FGFR3	ampl1597	FGFR3-A22
chr4	1806495	1806515	1806610	1806631	FGFR3	ampl276	FGFR3-A23
chr4	1806565	1806586	1806676	1806695	FGFR3	ampl1587	FGFR3-A24
chr4	1806666	1806685	1806771	1806790	FGFR3	ampl443	FGFR3-A25
chr4	54258714	54258743	54258827	54258852	PDGFRA	ampl1914	PDGFRA-A01
chr4	54261067	54261089	54261174	54261198	PDGFRA	ampl800	PDGFRA-A02
chr4	54261146	54261171	54261255	54261281	PDGFRA	ampl2197	PDGFRA-A03
chr4	54261223	54261245	54261325	54261351	PDGFRA	ampl999	PDGFRA-A04
chr4	54261287	54261309	54261387	54261411	PDGFRA	ampl2199	PDGFRA-A05
chr4	54261352	54261377	54261447	54261477	PDGFRA	ampl850	PDGFRA-A06
chr4	54263587	54263616	54263699	54263726	PDGFRA	ampl1975	PDGFRA-A07
chr4	54263666	54263689	54263765	54263791	PDGFRA	ampl775	PDGFRA-A08
chr4	54263722	54263751	54263825	54263847	PDGFRA	ampl1977	PDGFRA-A09
chr4	54263853	54263874	54263952	54263985	PDGFRA	ampl777	PDGFRA-A10
chr4	54264869	54264894	54264980	54265006	PDGFRA	ampl1918	PDGFRA-A11
chr4	54264941	54264970	54265058	54265080	PDGFRA	ampl710	PDGFRA-A12
chr4	54267188	54267214	54267301	54267327	PDGFRA	ampl1925	PDGFRA-A13
chr4	54267275	54267298	54267372	54267399	PDGFRA	ampl748	PDGFRA-A14
chr4	54267329	54267357	54267431	54267461	PDGFRA	ampl1927	PDGFRA-A15
chr4	54267497	54267519	54267607	54267636	PDGFRA	ampl758	PDGFRA-A16
chr4	54267576	54267597	54267674	54267703	PDGFRA	ampl1939	PDGFRA-A17
chr4	54267642	54267664	54267741	54267768	PDGFRA	ampl760	PDGFRA-A18
chr4	54267705	54267731	54267808	54267831	PDGFRA	ampl1941	PDGFRA-A19
chr4	54270579	54270607	54270686	54270716	PDGFRA	ampl628	PDGFRA-A20
chr4	54270652	54270676	54270756	54270785	PDGFRA	ampl1832	PDGFRA-A21
chr4	54272289	54272316	54272406	54272428	PDGFRA	ampl718	PDGFRA-A22
chr4	54272373	54272396	54272479	54272508	PDGFRA	ampl1921	PDGFRA-A23
chr4	54273440	54273462	54273551	54273574	PDGFRA	ampl769	PDGFRA-A24
chr4	54273513	54273541	54273631	54273652	PDGFRA	ampl1973	PDGFRA-A25
chr4	54273574	54273600	54273676	54273698	PDGFRA	ampl771	PDGFRA-A26
chr4	54274495	54274521	54274605	54274634	PDGFRA	ampl1971	PDGFRA-A27
chr4	54274571	54274595	54274670	54274695	PDGFRA	ampl768	PDGFRA-A28
chr4	54274789	54274811	54274891	54274920	PDGFRA	ampl1933	PDGFRA-A29
chr4	54274859	54274881	54274961	54274986	PDGFRA	ampl754	PDGFRA-A30
chr4	54274927	54274951	54275022	54275052	PDGFRA	ampl1935	PDGFRA-A31
chr4	54277357	54277380	54277470	54277494	PDGFRA	ampl716	PDGFRA-A32
chr4	54277450	54277470	54277547	54277577	PDGFRA	ampl1920	PDGFRA-A33
chr4	54277853	54277875	54277960	54277987	PDGFRA	ampl714	PDGFRA-A34
chr4	54277922	54277950	54278024	54278049	PDGFRA	ampl1830	PDGFRA-A35
chr4	54278305	54278334	54278411	54278441	PDGFRA	ampl762	PDGFRA-A36
chr4	54278372	54278401	54278486	54278508	PDGFRA	ampl1943	PDGFRA-A37
chr4	54278454	54278479	54278553	54278578	PDGFRA	ampl764	PDGFRA-A38
chr4	54280252	54280277	54280365	54280390	PDGFRA	ampl1910	PDGFRA-A39
chr4	54280334	54280360	54280439	54280467	PDGFRA	ampl706	PDGFRA-A40
chr4	54280399	54280429	54280508	54280533	PDGFRA	ampl1912	PDGFRA-A41
chr4	54285311	54285333	54285419	54285449	PDGFRA	ampl756	PDGFRA-A42
chr4	54285380	54285409	54285491	54285518	PDGFRA	ampl1937	PDGFRA-A43
chr4	54285808	54285835	54285921	54285946	PDGFRA	ampl766	PDGFRA-A44
chr4	54285886	54285915	54285995	54286025	PDGFRA	ampl1969	PDGFRA-A45
chr4	54287372	54287394	54287486	54287511	PDGFRA	ampl773	PDGFRA-A46
chr4	54287454	54287476	54287554	54287581	PDGFRA	ampl1834	PDGFRA-A47
chr4	54288731	54288754	54288846	54288868	PDGFRA	ampl712	PDGFRA-A48
chr4	54288814	54288836	54288926	54288949	PDGFRA	ampl1828	PDGFRA-A49
chr4	54288977	54288998	54289084	54289108	PDGFRA	ampl708	PDGFRA-A50
chr4	54289052	54289074	54289152	54289177	PDGFRA	ampl1916	PDGFRA-A51
chr4	54290238	54290268	54290352	54290371	PDGFRA	ampl750	PDGFRA-A52
chr4	54290321	54290345	54290425	54290445	PDGFRA	ampl1929	PDGFRA-A53
chr4	54290390	54290415	54290500	54290521	PDGFRA	ampl752	PDGFRA-A54
chr4	54290478	54290500	54290594	54290615	PDGFRA	ampl1931	PDGFRA-A55
chr4	54295060	54295082	54295167	54295192	PDGFRA	ampl720	PDGFRA-A56
chr4	54295134	54295157	54295239	54295261	PDGFRA	ampl1923	PDGFRA-A57
chr4	54295204	54295229	54295317	54295343	PDGFRA	ampl746	PDGFRA-A58
chr4	54657992	54658010	54658110	54658128	KIT	ampl1727	KIT-A01
chr4	54695414	54695441	54695517	54695539	KIT	ampl519	KIT-A02
chr4	54695486	54695511	54695598	54695622	KIT	ampl1755	KIT-A03
chr4	54695558	54695588	54695659	54695689	KIT	ampl634	KIT-A04
chr4	54695626	54695649	54695734	54695756	KIT	ampl1757	KIT-A05
chr4	54695732	54695755	54695826	54695856	KIT	ampl848	KIT-A06
chr4	54698239	54698261	54698356	54698378	KIT	ampl1723	KIT-A07
chr4	54698311	54698337	54698410	54698436	KIT	ampl513	KIT-A08
chr4	54698416	54698442	54698521	54698545	KIT	ampl1725	KIT-A09
chr4	54698489	54698511	54698597	54698627	KIT	ampl515	KIT-A10
chr4	54699534	54699561	54699650	54699673	KIT	ampl1769	KIT-A11
chr4	54699611	54699640	54699724	54699749	KIT	ampl557	KIT-A12
chr4	54699692	54699714	54699791	54699817	KIT	ampl1771	KIT-A13
chr4	54703698	54703723	54703793	54703822	KIT	ampl555	KIT-A14
chr4	54703753	54703779	54703851	54703877	KIT	ampl1767	KIT-A15
chr4	54707042	54707074	54707149	54707181	KIT	ampl527	KIT-A16
chr4	54707123	54707155	54707216	54707249	KIT	ampl1765	KIT-A17
chr4	54707212	54707241	54707327	54707351	KIT	ampl553	KIT-A18
chr4	54709379	54709401	54709494	54709517	KIT	ampl1709	KIT-A19
chr4	54709462	54709484	54709567	54709597	KIT	ampl475	KIT-A20
chr4	54723535	54723557	54723644	54723666	KIT	ampl1763	KIT-A21
chr4	54723601	54723623	54723703	54723733	KIT	ampl525	KIT-A22
chr4	54725818	54725840	54725916	54725944	KIT	ampl1753	KIT-A23
chr4	54725881	54725906	54725992	54726013	KIT	ampl517	KIT-A24
chr4	54725969	54725990	54726078	54726105	KIT	ampl1694	KIT-A25
chr4	54727150	54727172	54727263	54727286	KIT	ampl521	KIT-A26
chr4	54727231	54727253	54727329	54727357	KIT	ampl1759	KIT-A27
chr4	54727336	54727361	54727440	54727468	KIT	ampl532	KIT-A28
chr4	54727409	54727433	54727514	54727536	KIT	ampl1692	KIT-A29
chr4	54727475	54727504	54727572	54727599	KIT	ampl728	KIT-A30
chr4	54727782	54727804	54727898	54727921	KIT	ampl1690	KIT-A31
chr4	54727861	54727888	54727962	54727985	KIT	ampl530	KIT-A32
chr4	54727948	54727970	54728055	54728081	KIT	ampl1571	KIT-A33
chr4	54728022	54728045	54728130	54728154	KIT	ampl632	KIT-A34
chr4	54729300	54729329	54729396	54729426	KIT	ampl1719	KIT-A35
chr4	54729345	54729375	54729455	54729482	KIT	ampl511	KIT-A36
chr4	54729423	54729445	54729534	54729558	KIT	ampl1721	KIT-A37
chr4	54731245	54731267	54731349	54731374	KIT	ampl509	KIT-A38
chr4	54731317	54731339	54731424	54731451	KIT	ampl1717	KIT-A39
chr4	54731821	54731850	54731933	54731960	KIT	ampl479	KIT-A40
chr4	54731901	54731923	54732000	54732029	KIT	ampl1713	KIT-A41
chr4	54731979	54732001	54732074	54732104	KIT	ampl505	KIT-A42
chr4	54733031	54733063	54733137	54733162	KIT	ampl1836	KIT-A43
chr4	54733104	54733127	54733210	54733237	KIT	ampl630	KIT-A44
chr4	54736434	54736462	54736548	54736572	KIT	ampl1761	KIT-A45
chr4	54736516	54736538	54736617	54736644	KIT	ampl523	KIT-A46
chr4	54736648	54736675	54736764	54736787	KIT	ampl1715	KIT-A47
chr4	54736736	54736758	54736830	54736860	KIT	ampl507	KIT-A48
chr4	54737103	54737127	54737213	54737242	KIT	ampl1711	KIT-A49
chr4	54737175	54737203	54737285	54737307	KIT	ampl477	KIT-A50
chr4	54738361	54738387	54738476	54738499	KIT	ampl1773	KIT-A51
chr4	54738427	54738454	54738537	54738557	KIT	ampl559	KIT-A52
chr4	55079882	55079905	55079999	55080021	KDR	ampl2120	KDR-A01
chr4	55079927	55079952	55080032	55080055	KDR	ampl934	KDR-A02
chr4	55080078	55080100	55080188	55080214	KDR	ampl2091	KDR-A03
chr4	55081863	55081889	55081976	55082002	KDR	ampl843	KDR-A04
chr4	55081939	55081966	55082046	55082075	KDR	ampl1993	KDR-A05
chr4	55082443	55082468	55082554	55082581	KDR	ampl807	KDR-A06
chr4	55082511	55082544	55082611	55082635	KDR	ampl1959	KDR-A07
chr4	55087502	55087524	55087614	55087640	KDR	ampl905	KDR-A08
chr4	55087583	55087608	55087689	55087713	KDR	ampl2093	KDR-A09
chr4	55087656	55087679	55087767	55087794	KDR	ampl907	KDR-A10
chr4	55088787	55088809	55088900	55088924	KDR	ampl1995	KDR-A11
chr4	55088868	55088890	55088978	55089007	KDR	ampl845	KDR-A12
chr4	55089317	55089340	55089425	55089455	KDR	ampl2049	KDR-A13
chr4	55089397	55089420	55089506	55089536	KDR	ampl863	KDR-A14
chr4	55089620	55089647	55089734	55089759	KDR	ampl2061	KDR-A15
chr4	55089697	55089724	55089809	55089834	KDR	ampl899	KDR-A16
chr4	55089920	55089942	55090032	55090057	KDR	ampl1961	KDR-A17
chr4	55089999	55090022	55090113	55090138	KDR	ampl972	KDR-A18
chr4	55092569	55092597	55092680	55092708	KDR	ampl1997	KDR-A19
chr4	55092648	55092670	55092749	55092779	KDR	ampl974	KDR-A20
chr4	55094698	55094725	55094815	55094837	KDR	ampl2005	KDR-A21
chr4	55094783	55094805	55094891	55094914	KDR	ampl851	KDR-A22
chr4	55094858	55094879	55094960	55094987	KDR	ampl2007	KDR-A23
chr4	55095536	55095562	55095638	55095663	KDR	ampl891	KDR-A24
chr4	55095606	55095628	55095713	55095743	KDR	ampl2053	KDR-A25
chr4	55096166	55096190	55096267	55096293	KDR	ampl1145	KDR-A26
chr4	55096235	55096257	55096337	55096366	KDR	ampl2136	KDR-A27
chr4	55096306	55096327	55096417	55096441	KDR	ampl924	KDR-A28
chr4	55097589	55097619	55097704	55097728	KDR	ampl2059	KDR-A29
chr4	55097671	55097694	55097778	55097804	KDR	ampl897	KDR-A30
chr4	55098084	55098107	55098198	55098223	KDR	ampl2063	KDR-A31
chr4	55098166	55098188	55098277	55098304	KDR	ampl901	KDR-A32
chr4	55098666	55098688	55098768	55098798	KDR	ampl2055	KDR-A33
chr4	55098720	55098746	55098815	55098845	KDR	ampl893	KDR-A34
chr4	55101813	55101842	55101932	55101952	KDR	ampl2045	KDR-A35
chr4	55101895	55101924	55102006	55102030	KDR	ampl861	KDR-A36
chr4	55101975	55101997	55102070	55102100	KDR	ampl2047	KDR-A37
chr4	55102318	55102340	55102430	55102453	KDR	ampl799	KDR-A38
chr4	55102382	55102413	55102497	55102516	KDR	ampl1955	KDR-A39
chr4	55102464	55102487	55102560	55102590	KDR	ampl801	KDR-A40
chr4	55104561	55104586	55104669	55104699	KDR	ampl1960	KDR-A41
chr4	55104633	55104655	55104731	55104760	KDR	ampl813	KDR-A42
chr4	55104699	55104721	55104812	55104834	KDR	ampl1965	KDR-A43
chr4	55104779	55104803	55104896	55104918	KDR	ampl815	KDR-A44
chr4	55104874	55104897	55104982	55105011	KDR	ampl1967	KDR-A45
chr4	55104950	55104972	55105048	55105077	KDR	ampl841	KDR-A46
chr4	55105789	55105811	55105902	55105925	KDR	ampl2057	KDR-A47
chr4	55105869	55105892	55105982	55106004	KDR	ampl895	KDR-A48
chr4	55106616	55106644	55106724	55106754	KDR	ampl2089	KDR-A49
chr4	55106659	55106692	55106775	55106798	KDR	ampl903	KDR-A50
chr4	55106752	55106775	55106860	55106890	KDR	ampl2079	KDR-A51
chr4	55107679	55107704	55107795	55107818	KDR	ampl803	KDR-A52
chr4	55107752	55107775	55107847	55107876	KDR	ampl1957	KDR-A53
chr4	55107813	55107835	55107909	55107937	KDR	ampl805	KDR-A54
chr4	55110357	55110387	55110458	55110484	KDR	ampl2001	KDR-A55
chr4	55110425	55110448	55110522	55110549	KDR	ampl849	KDR-A56
chr4	55110485	55110512	55110589	55110619	KDR	ampl2003	KDR-A57
chr4	55110609	55110631	55110725	55110747	KDR	ampl859	KDR-A58
chr4	55110683	55110705	55110788	55110818	KDR	ampl2043	KDR-A59
chr4	55113254	55113281	55113358	55113381	KDR	ampl847	KDR-A60
chr4	55113320	55113344	55113436	55113458	KDR	ampl1999	KDR-A61
chr4	55113405	55113433	55113499	55113529	KDR	ampl922	KDR-A62
chr4	55114075	55114104	55114170	55114200	KDR	ampl2011	KDR-A63
chr4	55114134	55114160	55114236	55114265	KDR	ampl853	KDR-A64
chr4	55114197	55114226	55114292	55114322	KDR	ampl2013	KDR-A65
chr4	55114792	55114822	55114898	55114931	KDR	ampl855	KDR-A66
chr4	55114863	55114888	55114962	55114987	KDR	ampl2015	KDR-A67
chr4	55114929	55114952	55115024	55115054	KDR	ampl857	KDR-A68
chr4	55114990	55115014	55115090	55115116	KDR	ampl2041	KDR-A69
chr4	55115251	55115275	55115349	55115375	KDR	ampl976	KDR-A70
chr4	55115283	55115311	55115377	55115407	KDR	ampl2009	KDR-A71
chr4	55118562	55118588	55118676	55118701	KDR	ampl809	KDR-A72
chr4	55118645	55118666	55118758	55118781	KDR	ampl1963	KDR-A73
chr4	55118727	55118748	55118822	55118851	KDR	ampl811	KDR-A74
chr4	55121024	55121057	55121136	55121162	KDR	ampl2051	KDR-A75
chr4	55121096	55121126	55121205	55121235	KDR	ampl889	KDR-A76
chr4	55125244	55125264	55125352	55125372	KDR	ampl1953	KDR-A77
chr4	152322835	152322862	152322952	152322974	FBXW7	ampl627	FBXW7-A01
chr4	152322916	152322939	152323011	152323041	FBXW7	ampl1779	FBXW7-A02
chr4	152323043	152323066	152323151	152323182	FBXW7	ampl629	FBXW7-A03
chr4	152324083	152324112	152324191	152324221	FBXW7	ampl1749	FBXW7-A04
chr4	152324154	152324181	152324253	152324283	FBXW7	ampl597	FBXW7-A05
chr4	152324270	152324296	152324370	152324395	FBXW7	ampl1751	FBXW7-A06
chr4	152324336	152324360	152324445	152324475	FBXW7	ampl599	FBXW7-A07
chr4	152325963	152325989	152326072	152326101	FBXW7	ampl1739	FBXW7-A08
chr4	152326039	152326062	152326143	152326167	FBXW7	ampl583	FBXW7-A09
chr4	152326110	152326133	152326222	152326247	FBXW7	ampl1741	FBXW7-A10
chr4	152326191	152326212	152326300	152326330	FBXW7	ampl585	FBXW7-A11
chr4	152328149	152328174	152328256	152328282	FBXW7	ampl1735	FBXW7-A12
chr4	152328224	152328246	152328331	152328358	FBXW7	ampl581	FBXW7-A13
chr4	152328298	152328321	152328407	152328437	FBXW7	ampl1737	FBXW7-A14
chr4	152329600	152329625	152329709	152329737	FBXW7	ampl589	FBXW7-A15
chr4	152329676	152329699	152329773	152329801	FBXW7	ampl1745	FBXW7-A16
chr4	152329737	152329763	152329836	152329865	FBXW7	ampl591	FBXW7-A17
chr4	152330689	152330718	152330803	152330828	FBXW7	ampl1777	FBXW7-A18
chr4	152330770	152330795	152330873	152330902	FBXW7	ampl625	FBXW7-A19
chr4	152332524	152332553	152332626	152332651	FBXW7	ampl1731	FBXW7-A20
chr4	152332590	152332616	152332702	152332728	FBXW7	ampl579	FBXW7-A21
chr4	152332676	152332696	152332775	152332808	FBXW7	ampl1733	FBXW7-A22
chr4	152337734	152337767	152337840	152337870	FBXW7	ampl587	FBXW7-A23
chr4	152337802	152337830	152337899	152337926	FBXW7	ampl1743	FBXW7-A24
chr4	152346861	152346888	152346975	152346998	FBXW7	ampl593	FBXW7-A25
chr4	152346945	152346965	152347057	152347080	FBXW7	ampl1747	FBXW7-A26
chr4	152347045	152347066	152347151	152347184	FBXW7	ampl595	FBXW7-A27
chr4	152350052	152350077	152350159	152350189	FBXW7	ampl1729	FBXW7-A28
chr4	152352407	152352429	152352525	152352545	FBXW7	ampl631	FBXW7-A29
chr4	152352485	152352515	152352592	152352621	FBXW7	ampl1781	FBXW7-A30
chr4	152352558	152352582	152352666	152352690	FBXW7	ampl633	FBXW7-A31
chr4	152352632	152352656	152352736	152352759	FBXW7	ampl1440	FBXW7-A32
chr4	152382105	152382135	152382212	152382241	FBXW7	ampl641	FBXW7-A33
chr4	152382180	152382202	152382282	152382304	FBXW7	ampl1791	FBXW7-A34
chr4	152382248	152382272	152382345	152382373	FBXW7	ampl643	FBXW7-A35
chr4	152411297	152411328	152411391	152411422	FBXW7	ampl1783	FBXW7-A36
chr4	152411356	152411381	152411465	152411489	FBXW7	ampl635	FBXW7-A37
chr4	152411416	152411443	152411522	152411546	FBXW7	ampl1785	FBXW7-A38
chr4	152411487	152411512	152411592	152411614	FBXW7	ampl637	FBXW7-A39
chr4	152411563	152411587	152411674	152411698	FBXW7	ampl1787	FBXW7-A40
chr4	152411628	152411650	152411730	152411753	FBXW7	ampl639	FBXW7-A41
chr4	152411693	152411720	152411808	152411830	FBXW7	ampl1789	FBXW7-A42
chr5	112707664	112707685	112707778	112707797	APC	ampl26	APC-A01
chr5	112707772	112707791	112707892	112707911	APC	ampl1182	APC-A02
chr5	112754803	112754830	112754920	112754942	APC	ampl235	APC-A03
chr5	112754888	112754910	112754995	112755024	APC	ampl1425	APC-A04
chr5	112754957	112754985	112755066	112755095	APC	ampl237	APC-A05
chr5	112766236	112766267	112766346	112766373	APC	ampl1385	APC-A06
chr5	112766335	112766366	112766440	112766472	APC	ampl219	APC-A07
chr5	112767129	112767161	112767246	112767265	APC	ampl1794	APC-A08
chr5	112767215	112767237	112767325	112767350	APC	ampl594	APC-A09
chr5	112767293	112767315	112767401	112767431	APC	ampl1796	APC-A10
chr5	112775573	112775603	112775678	112775708	APC	ampl596	APC-A11
chr5	112775641	112775668	112775743	112775776	APC	ampl1798	APC-A12
chr5	112780778	112780809	112780879	112780903	APC	ampl221	APC-A13
chr5	112780844	112780868	112780935	112780968	APC	ampl2245	APC-A14
chr5	112792358	112792386	112792470	112792497	APC	ampl191	APC-A15
chr5	112792431	112792461	112792539	112792569	APC	ampl1700	APC-A16
chr5	112801241	112801270	112801357	112801380	APC	ampl227	APC-A17
chr5	112801325	112801347	112801425	112801454	APC	ampl1389	APC-A18
chr5	112815406	112815435	112815520	112815545	APC	ampl217	APC-A19
chr5	112815495	112815519	112815598	112815626	APC	ampl1792	APC-A20
chr5	112818886	112818915	112818992	112819022	APC	ampl229	APC-A21
chr5	112818959	112818982	112819060	112819084	APC	ampl1417	APC-A22
chr5	112819025	112819050	112819123	112819151	APC	ampl231	APC-A23
chr5	112819088	112819113	112819189	112819213	APC	ampl1419	APC-A24
chr5	112819207	112819229	112819322	112819346	APC	ampl233	APC-A25
chr5	112819273	112819295	112819370	112819398	APC	ampl1421	APC-A26
chr5	112821844	112821874	112821953	112821981	APC	ampl626	APC-A27
chr5	112821921	112821943	112822029	112822059	APC	ampl1293	APC-A28
chr5	112827074	112827100	112827190	112827213	APC	ampl600	APC-A29
chr5	112827158	112827187	112827259	112827292	APC	ampl2253	APC-A30
chr5	112827851	112827881	112827963	112827987	APC	ampl598	APC-A31
chr5	112827928	112827952	112828035	112828061	APC	ampl1391	APC-A32
chr5	112828865	112828890	112828963	112828996	APC	ampl1049	APC-A33
chr5	112828928	112828953	112829037	112829067	APC	ampl1423	APC-A34
chr5	112834878	112834911	112834981	112835006	APC	ampl223	APC-A35
chr5	112834949	112834971	112835061	112835083	APC	ampl1387	APC-A36
chr5	112835029	112835051	112835145	112835167	APC	ampl225	APC-A37
chr5	112837502	112837531	112837609	112837639	APC	ampl1800	APC-A38
chr5	112837559	112837589	112837657	112837683	APC	ampl239	APC-A39
chr5	112837699	112837721	112837798	112837828	APC	ampl1427	APC-A40
chr5	112837764	112837788	112837875	112837902	APC	ampl265	APC-A41
chr5	112837839	112837865	112837955	112837978	APC	ampl1429	APC-A42
chr5	112837915	112837945	112838019	112838049	APC	ampl267	APC-A43
chr5	112837976	112838006	112838079	112838101	APC	ampl1431	APC-A44
chr5	112838044	112838069	112838146	112838168	APC	ampl269	APC-A45
chr5	112838108	112838136	112838210	112838232	APC	ampl1433	APC-A46
chr5	112838176	112838200	112838280	112838305	APC	ampl271	APC-A47
chr5	112838248	112838270	112838356	112838378	APC	ampl1435	APC-A48
chr5	112838319	112838346	112838428	112838457	APC	ampl273	APC-A49
chr5	112838388	112838418	112838489	112838518	APC	ampl1437	APC-A50
chr5	112838512	112838539	112838621	112838651	APC	ampl275	APC-A51
chr5	112838596	112838618	112838711	112838735	APC	ampl1439	APC-A52
chr5	112838689	112838712	112838784	112838813	APC	ampl277	APC-A53
chr5	112838742	112838772	112838853	112838877	APC	ampl1465	APC-A54
chr5	112838814	112838843	112838913	112838939	APC	ampl279	APC-A55
chr5	112838878	112838903	112838973	112839003	APC	ampl1467	APC-A56
chr5	112838934	112838963	112839030	112839058	APC	ampl281	APC-A57
chr5	112839050	112839080	112839145	112839174	APC	ampl1469	APC-A58
chr5	112839106	112839135	112839203	112839232	APC	ampl283	APC-A59
chr5	112839236	112839259	112839339	112839369	APC	ampl1471	APC-A60
chr5	112839305	112839329	112839413	112839443	APC	ampl285	APC-A61
chr5	112839417	112839446	112839514	112839542	APC	ampl1352	APC-A62
chr5	112839480	112839504	112839581	112839605	APC	ampl202	APC-A63
chr5	112839542	112839565	112839639	112839666	APC	ampl1354	APC-A64
chr5	112839602	112839629	112839700	112839726	APC	ampl204	APC-A65
chr5	112839667	112839690	112839776	112839799	APC	ampl1356	APC-A66
chr5	112839738	112839766	112839855	112839877	APC	ampl206	APC-A67
chr5	112839823	112839845	112839930	112839953	APC	ampl1358	APC-A68
chr5	112839889	112839913	112840005	112840028	APC	ampl208	APC-A69
chr5	112839972	112839997	112840081	112840107	APC	ampl1360	APC-A70
chr5	112840041	112840071	112840152	112840180	APC	ampl287	APC-A71
chr5	112840120	112840144	112840233	112840259	APC	ampl1473	APC-A72
chr5	112840206	112840234	112840315	112840345	APC	ampl313	APC-A73
chr5	112840272	112840305	112840378	112840403	APC	ampl1295	APC-A74
chr5	112840341	112840366	112840440	112840466	APC	ampl315	APC-A75
chr5	112840407	112840430	112840513	112840536	APC	ampl1475	APC-A76
chr5	112840520	112840548	112840630	112840659	APC	ampl317	APC-A77
chr5	112840598	112840620	112840702	112840732	APC	ampl2247	APC-A78
chr5	112840666	112840692	112840783	112840805	APC	ampl1045	APC-A79
chr5	112840747	112840773	112840862	112840886	APC	ampl2249	APC-A80
chr5	112840829	112840851	112840930	112840959	APC	ampl319	APC-A81
chr5	112840892	112840920	112840986	112841016	APC	ampl1477	APC-A82
chr5	112840980	112841013	112841074	112841104	APC	ampl321	APC-A83
chr5	112841009	112841039	112841122	112841148	APC	ampl1479	APC-A84
chr5	112841148	112841178	112841251	112841281	APC	ampl323	APC-A85
chr5	112841215	112841241	112841324	112841348	APC	ampl1481	APC-A86
chr5	112841288	112841314	112841402	112841426	APC	ampl1047	APC-A87
chr5	112841365	112841392	112841474	112841504	APC	ampl2251	APC-A88
chr5	112841430	112841460	112841538	112841568	APC	ampl325	APC-A89
chr5	112841503	112841528	112841604	112841632	APC	ampl1483	APC-A90
chr5	112841572	112841594	112841680	112841709	APC	ampl327	APC-A91
chr5	112841645	112841670	112841746	112841769	APC	ampl1485	APC-A92
chr5	112841711	112841735	112841811	112841840	APC	ampl329	APC-A93
chr5	112841783	112841808	112841884	112841914	APC	ampl1487	APC-A94
chr5	112841848	112841874	112841953	112841978	APC	ampl331	APC-A95
chr5	112841909	112841939	112842007	112842033	APC	ampl1513	APC-A96
chr5	112841972	112841997	112842071	112842097	APC	ampl333	APC-A97
